source,party_name,week_start_sunday,week_index_since_2020,total_spend_week,avg_spend_per_day_week,currency,class
google,מפלגת הליכוד,21/02/2021,60,31500,4500,ILS,מפלגה
google,מפלגת הליכוד,28/02/2021,61,62500,8928.571429,ILS,מפלגה
google,מפלגת הליכוד,28/08/2022,139,1000,142.8571429,ILS,מפלגה
google,מפלגת הליכוד,04/09/2022,140,10750,1535.714286,ILS,מפלגה
google,מפלגת הליכוד,11/09/2022,141,4250,607.1428571,ILS,מפלגה
google,מפלגת הליכוד,18/09/2022,142,2250,321.4285714,ILS,מפלגה
google,מפלגת הליכוד,25/09/2022,143,3750,535.7142857,ILS,מפלגה
google,מפלגת הליכוד,02/10/2022,144,2500,357.1428571,ILS,מפלגה
google,מפלגת הליכוד,09/10/2022,145,13250,1892.857143,ILS,מפלגה
google,מפלגת הליכוד,16/10/2022,146,6750,964.2857143,ILS,מפלגה
google,מפלגת הליכוד,23/10/2022,147,13500,1928.571429,ILS,מפלגה
google,מפלגת הליכוד,30/10/2022,148,15000,2142.857143,ILS,מפלגה
google,מפלגת העבודה,07/03/2021,62,15000,2142.857143,ILS,מפלגה
google,מפלגת העבודה,14/03/2021,63,11250,1607.142857,ILS,מפלגה
google,מפלגת העבודה,21/03/2021,64,2500,357.1428571,ILS,מפלגה
google,מפלגת העבודה,23/10/2022,147,19500,2785.714286,ILS,מפלגה
google,מפלגת העבודה,30/10/2022,148,44000,6285.714286,ILS,מפלגה
google,מפלגת לזוז,01/08/2021,83,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,22/08/2021,86,2000,285.7142857,ILS,מפלגה
google,מפלגת לזוז,29/08/2021,87,1000,142.8571429,ILS,מפלגה
google,מפלגת לזוז,05/09/2021,88,1000,142.8571429,ILS,מפלגה
google,מפלגת לזוז,12/09/2021,89,2500,357.1428571,ILS,מפלגה
google,מפלגת לזוז,19/09/2021,90,4500,642.8571429,ILS,מפלגה
google,מפלגת לזוז,26/09/2021,91,1000,142.8571429,ILS,מפלגה
google,מפלגת לזוז,03/10/2021,92,1500,214.2857143,ILS,מפלגה
google,מפלגת לזוז,10/10/2021,93,3000,428.5714286,ILS,מפלגה
google,מפלגת לזוז,17/10/2021,94,4750,678.5714286,ILS,מפלגה
google,מפלגת לזוז,24/10/2021,95,1750,250,ILS,מפלגה
google,מפלגת לזוז,31/10/2021,96,2000,285.7142857,ILS,מפלגה
google,מפלגת לזוז,07/11/2021,97,3750,535.7142857,ILS,מפלגה
google,מפלגת לזוז,14/11/2021,98,2750,392.8571429,ILS,מפלגה
google,מפלגת לזוז,21/11/2021,99,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,28/11/2021,100,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,05/12/2021,101,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,12/12/2021,102,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,19/12/2021,103,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,26/12/2021,104,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,02/01/2022,105,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,09/01/2022,106,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,16/01/2022,107,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,23/01/2022,108,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,30/01/2022,109,1000,142.8571429,ILS,מפלגה
google,מפלגת לזוז,06/02/2022,110,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,13/02/2022,111,1250,178.5714286,ILS,מפלגה
google,מפלגת לזוז,20/02/2022,112,1250,178.5714286,ILS,מפלגה
google,מפלגת לזוז,27/02/2022,113,1000,142.8571429,ILS,מפלגה
google,מפלגת לזוז,06/03/2022,114,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,13/03/2022,115,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,20/03/2022,116,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,27/03/2022,117,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,03/04/2022,118,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,01/05/2022,122,1000,142.8571429,ILS,מפלגה
google,מפלגת לזוז,08/05/2022,123,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,15/05/2022,124,2250,321.4285714,ILS,מפלגה
google,מפלגת לזוז,22/05/2022,125,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,29/05/2022,126,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,05/06/2022,127,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,12/06/2022,128,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,19/06/2022,129,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,26/06/2022,130,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,03/07/2022,131,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,10/07/2022,132,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,17/07/2022,133,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,24/07/2022,134,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,31/07/2022,135,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,07/08/2022,136,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,14/08/2022,137,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,21/08/2022,138,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,28/08/2022,139,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,04/09/2022,140,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,11/09/2022,141,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,18/09/2022,142,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,25/09/2022,143,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,02/10/2022,144,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,09/10/2022,145,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,16/10/2022,146,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,23/10/2022,147,500,71.42857143,ILS,מפלגה
google,מפלגת לזוז,30/10/2022,148,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,06/11/2022,149,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,27/11/2022,152,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,04/12/2022,153,1250,178.5714286,ILS,מפלגה
google,מפלגת לזוז,11/12/2022,154,1000,142.8571429,ILS,מפלגה
google,מפלגת לזוז,18/12/2022,155,1250,178.5714286,ILS,מפלגה
google,מפלגת לזוז,25/12/2022,156,1250,178.5714286,ILS,מפלגה
google,מפלגת לזוז,29/01/2023,161,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,05/02/2023,162,750,107.1428571,ILS,מפלגה
google,מפלגת לזוז,12/02/2023,163,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,19/02/2023,164,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,26/02/2023,165,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,05/03/2023,166,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,12/03/2023,167,250,35.71428571,ILS,מפלגה
google,מפלגת לזוז,19/03/2023,168,250,35.71428571,ILS,מפלגה
google,מפלגת מרצ,03/01/2021,53,250,35.71428571,ILS,מפלגה
google,מפלגת מרצ,10/01/2021,54,4000,571.4285714,ILS,מפלגה
google,מפלגת מרצ,17/01/2021,55,9750,1392.857143,ILS,מפלגה
google,מפלגת מרצ,24/01/2021,56,5750,821.4285714,ILS,מפלגה
google,מפלגת מרצ,31/01/2021,57,250,35.71428571,ILS,מפלגה
google,מפלגת מרצ,06/03/2022,114,4000,571.4285714,ILS,מפלגה
google,מפלגת מרצ,13/03/2022,115,10750,1535.714286,ILS,מפלגה
google,מפלגת מרצ,20/03/2022,116,8500,1214.285714,ILS,מפלגה
google,מפלגת מרצ,03/04/2022,118,1500,214.2857143,ILS,מפלגה
google,מפלגת מרצ,10/04/2022,119,9500,1357.142857,ILS,מפלגה
google,מפלגת מרצ,17/04/2022,120,20500,2928.571429,ILS,מפלגה
google,מפלגת מרצ,24/04/2022,121,50750,7250,ILS,מפלגה
google,מפלגת מרצ,07/08/2022,136,8000,1142.857143,ILS,מפלגה
google,מפלגת מרצ,14/08/2022,137,8750,1250,ILS,מפלגה
google,מפלגת מרצ,21/08/2022,138,1000,142.8571429,ILS,מפלגה
google,מפלגת מרצ,04/09/2022,140,5500,785.7142857,ILS,מפלגה
google,מפלגת מרצ,11/09/2022,141,5750,821.4285714,ILS,מפלגה
google,מפלגת מרצ,18/09/2022,142,18500,2642.857143,ILS,מפלגה
google,מפלגת מרצ,25/09/2022,143,15000,2142.857143,ILS,מפלגה
google,מפלגת מרצ,02/10/2022,144,8500,1214.285714,ILS,מפלגה
google,מפלגת מרצ,09/10/2022,145,13750,1964.285714,ILS,מפלגה
google,מפלגת מרצ,16/10/2022,146,7750,1107.142857,ILS,מפלגה
google,מפלגת מרצ,23/10/2022,147,36750,5250,ILS,מפלגה
google,מפלגת מרצ,30/10/2022,148,13750,1964.285714,ILS,מפלגה
google,מרצ,31/01/2021,57,19500,2785.714286,ILS,מפלגה
google,מרצ,07/02/2021,58,2250,321.4285714,ILS,מפלגה
google,מרצ,14/02/2021,59,12250,1750,ILS,מפלגה
google,מרצ,21/02/2021,60,8250,1178.571429,ILS,מפלגה
google,מרצ,28/02/2021,61,750,107.1428571,ILS,מפלגה
google,מרצ,07/03/2021,62,31750,4535.714286,ILS,מפלגה
google,מרצ,14/03/2021,63,69750,9964.285714,ILS,מפלגה
google,מרצ,21/03/2021,64,36000,5142.857143,ILS,מפלגה
google,מרצ,31/07/2022,135,56500,8071.428571,ILS,מפלגה
google,מרצ,07/08/2022,136,46500,6642.857143,ILS,מפלגה
google,מרצ,04/09/2022,140,27500,3928.571429,ILS,מפלגה
google,מרצ,25/09/2022,143,2750,392.8571429,ILS,מפלגה
google,מרצ,02/10/2022,144,31750,4535.714286,ILS,מפלגה
google,מרצ,09/10/2022,145,78250,11178.57143,ILS,מפלגה
google,מרצ,16/10/2022,146,39000,5571.428571,ILS,מפלגה
google,מרצ,23/10/2022,147,57750,8250,ILS,מפלגה
google,מרצ,30/10/2022,148,52250,7464.285714,ILS,מפלגה
google,מרצ,13/11/2022,150,250,35.71428571,ILS,מפלגה
google,מרצ,16/04/2023,172,1250,178.5714286,ILS,מפלגה
google,עוגנים בראשות ארנון בר דוד,20/02/2022,112,1250,178.5714286,ILS,גוף/פרטי
google,עוגנים בראשות ארנון בר דוד,27/02/2022,113,5500,785.7142857,ILS,גוף/פרטי
google,עוגנים בראשות ארנון בר דוד,27/03/2022,117,32000,4571.428571,ILS,גוף/פרטי
google,עוגנים בראשות ארנון בר דוד,03/04/2022,118,14250,2035.714286,ILS,גוף/פרטי
google,עוגנים בראשות ארנון בר דוד,10/04/2022,119,6000,857.1428571,ILS,גוף/פרטי
google,עוגנים בראשות ארנון בר דוד,24/04/2022,121,12500,1785.714286,ILS,גוף/פרטי
google,עוגנים בראשות ארנון בר דוד,01/05/2022,122,500,71.42857143,ILS,גוף/פרטי
google,עוגנים בראשות ארנון בר דוד,08/05/2022,123,32250,4607.142857,ILS,גוף/פרטי
google,עוגנים בראשות ארנון בר דוד,15/05/2022,124,20500,2928.571429,ILS,גוף/פרטי
google,עוגנים בראשות ארנון בר דוד,22/05/2022,125,31750,4535.714286,ILS,גוף/פרטי
google,"עתיד כחול לבן (ע""ר)",13/10/2024,250,10000,1428.571429,ILS,גוף/פרטי
google,"עתיד כחול לבן (ע""ר)",13/04/2025,276,250,35.71428571,ILS,גוף/פרטי
google,"עתיד כחול לבן (ע""ר)",20/04/2025,277,56250,8035.714286,ILS,גוף/פרטי
google,"עתיד כחול לבן (ע""ר)",27/04/2025,278,15500,2214.285714,ILS,גוף/פרטי
google,"עתיד כחול לבן (ע""ר)",04/05/2025,279,82250,11750,ILS,גוף/פרטי
google,"עתיד כחול לבן (ע""ר)",11/05/2025,280,71750,10250,ILS,גוף/פרטי
google,"עתיד כחול לבן (ע""ר)",18/05/2025,281,4750,678.5714286,ILS,גוף/פרטי
google,"עתיד כחול לבן (ע""ר)",22/06/2025,286,44500,6357.142857,ILS,גוף/פרטי
google,"עתיד כחול לבן (ע""ר)",29/06/2025,287,47250,6750,ILS,גוף/פרטי
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",18/09/2022,142,58500,8357.142857,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",25/09/2022,143,50750,7250,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",02/10/2022,144,81000,11571.42857,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",09/10/2022,145,85500,12214.28571,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",16/10/2022,146,195000,27857.14286,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",23/10/2022,147,415000,59285.71429,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",30/10/2022,148,203250,29035.71429,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",03/09/2023,192,250,35.71428571,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",10/09/2023,193,250,35.71428571,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",17/09/2023,194,2250,321.4285714,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",24/09/2023,195,250,35.71428571,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",04/02/2024,214,500,71.42857143,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",11/02/2024,215,750,107.1428571,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",18/02/2024,216,2250,321.4285714,ILS,מפלגה
google,"ש""ס התאחדות הספרדים העולמית שומרי תורה",25/02/2024,217,3500,500,ILS,מפלגה
google,שמואל טיקוצקי,24/07/2022,134,250,35.71428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,31/07/2022,135,250,35.71428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,07/08/2022,136,500,71.42857143,ILS,גוף/פרטי
google,שמואל טיקוצקי,14/08/2022,137,1000,142.8571429,ILS,גוף/פרטי
google,שמואל טיקוצקי,21/08/2022,138,1250,178.5714286,ILS,גוף/פרטי
google,שמואל טיקוצקי,28/08/2022,139,1500,214.2857143,ILS,גוף/פרטי
google,שמואל טיקוצקי,04/09/2022,140,1000,142.8571429,ILS,גוף/פרטי
google,שמואל טיקוצקי,11/09/2022,141,250,35.71428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,18/09/2022,142,750,107.1428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,25/09/2022,143,750,107.1428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,02/10/2022,144,3500,500,ILS,גוף/פרטי
google,שמואל טיקוצקי,23/10/2022,147,500,71.42857143,ILS,גוף/פרטי
google,שמואל טיקוצקי,30/10/2022,148,5500,785.7142857,ILS,גוף/פרטי
google,שמואל טיקוצקי,06/11/2022,149,1000,142.8571429,ILS,גוף/פרטי
google,שמואל טיקוצקי,13/11/2022,150,750,107.1428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,20/11/2022,151,250,35.71428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,27/11/2022,152,250,35.71428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,04/12/2022,153,250,35.71428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,11/12/2022,154,250,35.71428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,18/12/2022,155,500,71.42857143,ILS,גוף/פרטי
google,שמואל טיקוצקי,25/12/2022,156,750,107.1428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,01/01/2023,157,250,35.71428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,19/02/2023,164,250,35.71428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,26/02/2023,165,500,71.42857143,ILS,גוף/פרטי
google,שמואל טיקוצקי,05/03/2023,166,750,107.1428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,12/03/2023,167,500,71.42857143,ILS,גוף/פרטי
google,שמואל טיקוצקי,19/03/2023,168,500,71.42857143,ILS,גוף/פרטי
google,שמואל טיקוצקי,26/03/2023,169,750,107.1428571,ILS,גוף/פרטי
google,שמואל טיקוצקי,02/04/2023,170,250,35.71428571,ILS,גוף/פרטי
google,תל״ם,10/01/2021,54,111000,15857.14286,ILS,מפלגה
google,תל״ם,17/01/2021,55,89250,12750,ILS,מפלגה
google,תל״ם,24/01/2021,56,54250,7750,ILS,מפלגה
google,תל״ם,31/01/2021,57,750,107.1428571,ILS,מפלגה
google,תל״ם,16/05/2021,72,250,35.71428571,ILS,מפלגה
google,תל״ם,23/05/2021,73,250,35.71428571,ILS,מפלגה
google,תל״ם,30/05/2021,74,250,35.71428571,ILS,מפלגה
google,תל״ם,06/06/2021,75,250,35.71428571,ILS,מפלגה
google,תל״ם,13/06/2021,76,250,35.71428571,ILS,מפלגה
google,תל״ם,20/06/2021,77,250,35.71428571,ILS,מפלגה
google,תל״ם,27/06/2021,78,250,35.71428571,ILS,מפלגה
google,תל״ם,04/07/2021,79,250,35.71428571,ILS,מפלגה
google,תל״ם,11/07/2021,80,250,35.71428571,ILS,מפלגה
google,תל״ם,18/07/2021,81,250,35.71428571,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,03/01/2021,53,6000,857.1428571,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,10/01/2021,54,58750,8392.857143,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,17/01/2021,55,128750,18392.85714,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,24/01/2021,56,117500,16785.71429,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,31/01/2021,57,117500,16785.71429,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,07/02/2021,58,164250,23464.28571,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,14/02/2021,59,159000,22714.28571,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,21/02/2021,60,92500,13214.28571,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,28/02/2021,61,52000,7428.571429,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,07/03/2021,62,68750,9821.428571,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,14/03/2021,63,66000,9428.571429,ILS,מפלגה
google,תקווה חדשה – אחדות לישראל,21/03/2021,64,18000,2571.428571,ILS,מפלגה
google,קרן ברל כצנלסון,08/12/2024,258,250,35.714285714285715,ILS,גוף/פרטי
