model_name,relative_week,estimate,std.error,statistic,p.value,conf.low,conf.high
oct7_event,-2,0.463,0.288,1.604,0.119,-0.125,1.050
oct7_event,-1,0.375,0.326,1.153,0.258,-0.288,1.039
oct7_event,0,0.000,,,,0.000,0.000
oct7_event,1,0.396,0.236,1.678,0.103,-0.085,0.878
oct7_event,2,0.302,0.296,1.020,0.316,-0.301,0.905
