event_window_weeks,full_descriptive_weekly_rows,stacked_event_window_rows,unique_weekly_rows_in_windows,extra_rows_from_stacking,total_entities,total_events,first_week,last_week,out_of_analysis_window_rows
2,9458,9941,4332,5609,66,66,2020-01-12,2025-12-21,0
