model_name,model_status,input_rows,used_rows,r2,within_r2,adjusted_r2
oct7_political_parties,ok,15,13,0.7079419013269539,0.5573660797447035,0.2990605631846893
oct7_other_orgs_people,ok,131,131,0.6670975467113331,0.02095644431463306,0.5538420729120961
