model_name,model_status,input_rows,used_rows,r2,within_r2,adjusted_r2
all_entities_all_events,ok,10040,10038,0.3490002855410892,0.001475197222683411,0.34019144360051623
political_parties_all_events,ok,1412,1411,0.43627116776184016,0.004017409304572062,0.4001074313541092
other_orgs_people_all_events,ok,8628,8627,0.3644531818180221,7.934436988661364e-4,0.3556385926612904
all_entities_political_events,ok,5325,5323,0.3313366604213336,0.005587072126285286,0.3181402005676063
all_entities_terror_events,ok,4715,4714,0.40913882416886305,7.467129461650179e-4,0.3971143707096453
political_parties_political_events,ok,755,755,0.4545922778081991,0.020781336598928113,0.41167750710641215
political_parties_terror_events,ok,657,656,0.4838042125057276,0.004516465830075478,0.44390091972245327
other_orgs_people_political_events,ok,4570,4568,0.34413817455796925,0.003118815060676794,0.33140157214425126
other_orgs_people_terror_events,ok,4058,4058,0.4171083047940266,8.411456342510837e-4,0.40538305067874425
