entity_group,event_scope,correlation_weekly_spend_vs_event_count,weeks_in_sample,weeks_with_any_event,average_weekly_spend_ils,average_weekly_event_count
all_entities,all_events,-0.007302112615867899,390,57,166236.16217973613,0.1692307692307695
all_entities,political,-0.020233545612785543,390,32,166236.16217973613,0.09230769230769242
all_entities,terror,0.011853349681004278,390,28,166236.16217973613,0.07692307692307708
other_org_or_person,all_events,0.10017476171104807,390,57,124673.8519235714,0.1692307692307695
other_org_or_person,political,0.057444001531382315,390,32,124673.8519235714,0.09230769230769242
other_org_or_person,terror,0.08677926593370851,390,28,124673.8519235714,0.07692307692307708
political_party,all_events,-0.11189802207182718,358,57,45277.37709470459,0.18435754189944145
political_party,political,-0.09222361498975978,358,32,45277.37709470459,0.1005586592178771
political_party,terror,-0.06457464358509596,358,28,45277.37709470459,0.08379888268156428
