model_name,period,rows,entities,events,avg_weekly_spend_ils,median_weekly_spend_ils,avg_log_weekly_spend
oct7_political_parties,post_event,5,2,1,363.025,347.5,5.756729085638365
oct7_political_parties,pre_event,10,5,1,902.123730737,921.25,6.473301790520065
oct7_other_orgs_people,post_event,79,29,1,6087.098057468735,1926.15,7.543967227790366
oct7_other_orgs_people,pre_event,52,27,1,4487.305025275,1951.3351575000002,7.43493210540476
