model_name,period,rows,entities,events,avg_weekly_spend_ils,median_weekly_spend_ils,avg_log_weekly_spend
oct7_all_entities,post_event,114,34,1,5462.201,1733.603,7.386
oct7_all_entities,pre_event,32,31,1,3198.940,1676.601,7.316
oct7_political_parties,post_event,10,5,1,575.419,494.760,6.046
oct7_political_parties,pre_event,5,4,1,1016.435,842.500,6.611
oct7_other_orgs_people,post_event,104,29,1,5932.084,1993.763,7.515
oct7_other_orgs_people,pre_event,27,27,1,3603.107,1782.093,7.447
