term,estimate,std.error,statistic,p.value,conf.low,conf.high,rel_week
relative_week::-2,0.08725631120508985,0.15292965353938123,0.5705650224507982,0.5722796088486566,-0.2242511992930769,0.39876382170325664,-2
relative_week::(-1) (baseline),0,,,,0,0,-1
relative_week::0,-0.3752984354789546,0.3256334363898854,-1.152518118654144,0.2576455249951836,-1.038592039807006,0.28799516884909704,0
relative_week::1,0.021191668762769,0.3424750527000432,0.061877992559445566,0.9510448727175458,-0.6764071853852045,0.7187905229107425,1
relative_week::2,-0.07346851343512602,0.353027035753631,-0.20811016152994558,0.8364618610381043,-0.7925610537045784,0.6456240268343263,2
