model_name,model_status,used_rows,r2,within_r2,adjusted_r2,input_rows,unique_weekly_rows,stacked_extra_rows,input_entities,input_events,first_week,last_week
all_entities_all_events__with_gamma_t,ok,3887,0.411,0,0.382,3888,2925,963,65,25,2020-12-13,2025-09-28
