source,party_name,week_start_sunday,week_index_since_2020,total_spend_week,avg_spend_per_day_week,currency
google,תקווה חדשה – אחדות לישראל,2021-02-28,61,52000.0,7428.57,ILS
google,תקווה חדשה – אחדות לישראל,2021-03-07,62,68750.0,9821.43,ILS
google,תקווה חדשה – אחדות לישראל,2021-03-14,63,66000.0,9428.57,ILS
google,תקווה חדשה – אחדות לישראל,2021-03-21,64,18000.0,2571.43,ILS
google,‪Danel Salim‬‏,2023-05-21,177,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-05-28,178,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-06-04,179,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-06-11,180,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-06-18,181,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-06-25,182,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-07-02,183,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-07-09,184,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-07-16,185,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-07-23,186,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-07-30,187,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-08-06,188,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-08-13,189,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-08-20,190,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-08-27,191,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-09-03,192,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-09-17,194,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-09-24,195,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-10-01,196,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-10-08,197,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-10-15,198,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-10-22,199,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-10-29,200,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-11-05,201,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-11-12,202,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-11-19,203,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-11-26,204,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-12-03,205,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-12-10,206,250.0,35.71,ILS
google,‪Danel Salim‬‏,2023-12-17,207,250.0,35.71,ILS
google,‪Danel Salim‬‏,2024-02-11,215,250.0,35.71,ILS
google,‪Danel Salim‬‏,2024-02-18,216,250.0,35.71,ILS
google,‪Danel Salim‬‏,2024-02-25,217,250.0,35.71,ILS
google,‪Danel Salim‬‏,2024-03-03,218,250.0,35.71,ILS
google,‪Danel Salim‬‏,2024-03-10,219,250.0,35.71,ILS
google,‪Danel Salim‬‏,2024-03-17,220,250.0,35.71,ILS
google,‪Miri Shragay‬‏,2024-09-01,244,250.0,35.71,ILS
google,‪Miri Shragay‬‏,2024-09-15,246,250.0,35.71,ILS
google,‪Miri Shragay‬‏,2024-09-22,247,250.0,35.71,ILS
google,‫ערן פרלמן,2023-05-28,178,250.0,35.71,ILS
google,‫ערן פרלמן,2023-06-04,179,250.0,35.71,ILS
google,‫ערן פרלמן,2023-06-11,180,250.0,35.71,ILS
google,‫ערן פרלמן,2024-02-18,216,750.0,107.14,ILS
google,‫ערן פרלמן,2024-02-25,217,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-08-07,136,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-08-14,137,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-08-21,138,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-08-28,139,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-09-04,140,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-09-11,141,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-09-18,142,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-09-25,143,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-10-02,144,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-10-09,145,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-10-16,146,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-10-23,147,250.0,35.71,ILS
google,‬‎Avraham Simhon,2022-10-30,148,250.0,35.71,ILS
google,‬‎Avraham Simhon,2024-02-18,216,1250.0,178.57,ILS
