model_name,relative_week,estimate,std.error,statistic,p.value,conf.low,conf.high
all_entities_all_events__with_gamma_t,-2,-0.193,14.969,-0.013,0.990,-30.096,29.710
all_entities_all_events__with_gamma_t,-1,-0.097,7.484,-0.013,0.990,-15.048,14.855
all_entities_all_events__with_gamma_t,1,0.097,7.484,0.013,0.990,-14.855,15.048
all_entities_all_events__with_gamma_t,2,0.193,14.969,0.013,0.990,-29.710,30.096
